transaction_id,user_id,transaction_type,amount,day
57,user_485,CASH_OUT,576.55,11
58,user_307,CASH_OUT,4433.83,28
59,user_135,CASH_OUT,810.19,11
60,user_21,DEBIT,319.22,22
61,user_329,DEBIT,203.07,21
62,user_167,PAYMENT,27.03,27
63,user_274,TRANSFER,1099.33,18
64,user_388,PAYMENT,415.55,30
65,user_89,DEBIT,43.77,10
66,user_316,CASH_OUT,1468.02,16
67,user_14,DEBIT,2278.73,8
68,user_242,TRANSFER,179.3,6
69,user_265,PAYMENT,1235.79,30
70,user_346,PAYMENT,2722.26,19
71,user_53,CASH_OUT,8509.99,13
72,user_386,PAYMENT,2200.37,15
73,user_340,PAYMENT,561.65,13
74,user_92,DEBIT,2521.46,1
75,user_367,PAYMENT,1822.26,21
76,user_444,PAYMENT,476.01,28
77,user_455,PAYMENT,3809.11,27
78,user_428,CASH_OUT,1115.15,2
79,user_264,CASH_OUT,6539.16,13
80,user_431,DEBIT,2566.76,2
81,user_35,PAYMENT,2068.82,25
82,user_206,CASH_OUT,2606.5,11
83,user_81,CASH_OUT,1300.55,13
84,user_420,DEBIT,1407.31,10
85,user_50,TRANSFER,3810.4,23
86,user_360,PAYMENT,2284.68,22
87,user_388,CASH_OUT,4550.78,15
88,user_2,DEBIT,4429.64,29
89,user_390,DEBIT,7500.66,1
90,user_54,DEBIT,2409.38,14
91,user_106,CASH_OUT,1395.52,10
92,user_260,PAYMENT,363.79,18
93,user_310,TRANSFER,2444.14,11
94,user_477,PAYMENT,689.43,7
95,user_191,DEBIT,665.21,15
96,user_402,DEBIT,544.37,3
97,user_218,TRANSFER,4160.84,2
98,user_44,PAYMENT,4049.37,22
99,user_162,DEBIT,1993.76,8
100,user_202,DEBIT,1281.04,8
101,user_446,PAYMENT,2230.18,11
102,user_484,DEBIT,1869.06,16
103,user_270,PAYMENT,1074.8,2
104,user_351,DEBIT,954.88,22
105,user_304,PAYMENT,965.11,28
106,user_271,TRANSFER,1778.97,5
107,user_456,DEBIT,2086.37,7
108,user_462,TRANSFER,1202.02,20
109,user_215,DEBIT,6927.73,28
110,user_252,DEBIT,175.14,13
111,user_190,CASH_OUT,852.5,2
112,user_296,PAYMENT,1086.27,26
113,user_213,TRANSFER,34.13,3
114,user_208,TRANSFER,908.13,9
115,user_237,TRANSFER,639.61,10
116,user_338,PAYMENT,1410.59,24
117,user_367,CASH_OUT,820.18,13
118,user_53,TRANSFER,2590.58,25
119,user_280,PAYMENT,1426.42,21
120,user_410,DEBIT,277.98,13
121,user_217,TRANSFER,2773.08,5
122,user_252,TRANSFER,209.01,23
123,user_188,CASH_OUT,3653.31,7
124,user_380,TRANSFER,5359.57,17
125,user_493,TRANSFER,778.53,28
126,user_41,DEBIT,5211.24,15
127,user_157,PAYMENT,3150.15,30
128,user_15,PAYMENT,5113.29,5
129,user_301,CASH_OUT,2194.85,24
130,user_65,DEBIT,537.44,7
131,user_345,PAYMENT,4498.53,27
132,user_327,DEBIT,407.33,2
133,user_9,PAYMENT,479.21,30
134,user_344,DEBIT,632.34,24
135,user_129,CASH_OUT,725.52,18
136,user_492,TRANSFER,1445.07,10
137,user_136,CASH_OUT,2499.74,1
138,user_472,PAYMENT,5213.01,27
139,user_63,CASH_OUT,185.19,27
140,user_139,TRANSFER,6174.35,14
141,user_499,CASH_OUT,5084.81,27
142,user_81,PAYMENT,111.02,19
143,user_392,PAYMENT,893.58,16
144,user_163,CASH_OUT,3354.83,19
145,user_419,TRANSFER,1891.32,6
146,user_289,CASH_OUT,3020.04,12
147,user_379,TRANSFER,2539.04,3
148,user_261,DEBIT,1373.42,7
149,user_490,TRANSFER,84.18,24
150,user_231,DEBIT,1755.43,3
151,user_41,CASH_OUT,99.57,25
152,user_28,TRANSFER,1851.3,17
153,user_135,DEBIT,3222.99,15
154,user_201,DEBIT,1758.91,19
155,user_328,DEBIT,11632.88,28
156,user_268,PAYMENT,1217.12,19
157,user_418,CASH_OUT,2763.23,23
158,user_33,DEBIT,2200.51,11
159,user_48,TRANSFER,9519.37,27
160,user_407,DEBIT,2498.07,21
161,user_62,PAYMENT,358.33,20
162,user_216,CASH_OUT,6225.33,2
163,user_293,PAYMENT,2203.9,7
164,user_99,PAYMENT,122.34,19
165,user_172,PAYMENT,2143.37,7
166,user_360,TRANSFER,4293.2,10
167,user_214,CASH_OUT,1720.96,12
168,user_475,CASH_OUT,873.97,23
169,user_35,TRANSFER,3439.73,27
170,user_449,CASH_OUT,3051.22,18
171,user_227,PAYMENT,1571.32,23
172,user_101,CASH_OUT,335.33,6
173,user_431,TRANSFER,578.0,26
174,user_462,PAYMENT,2682.52,20
175,user_131,TRANSFER,3280.64,27
176,user_257,DEBIT,654.97,21
177,user_5,PAYMENT,917.68,28
178,user_218,PAYMENT,161.62,8
179,user_255,CASH_OUT,2499.77,5
180,user_398,PAYMENT,7.17,3
181,user_359,TRANSFER,95.32,2
182,user_283,CASH_OUT,8.71,22
183,user_393,DEBIT,2073.08,6
184,user_207,TRANSFER,1080.46,7
185,user_15,DEBIT,706.35,8
186,user_346,DEBIT,4876.83,4
187,user_42,DEBIT,428.37,12
188,user_380,PAYMENT,986.52,24
189,user_461,TRANSFER,5637.24,12
190,user_179,TRANSFER,1114.11,17
191,user_63,PAYMENT,1617.99,22
192,user_352,CASH_OUT,167.5,22
193,user_231,DEBIT,3122.88,19
194,user_241,TRANSFER,1098.99,9
195,user_52,PAYMENT,3224.03,12
196,user_96,DEBIT,585.52,28
197,user_388,CASH_OUT,1098.02,21
198,user_222,CASH_OUT,3088.7,17
199,user_485,DEBIT,7289.94,23
200,user_407,CASH_OUT,122.95,10
201,user_231,TRANSFER,3347.49,30
202,user_237,TRANSFER,715.32,19
203,user_143,TRANSFER,1600.32,26
204,user_171,CASH_OUT,685.24,26
205,user_29,TRANSFER,1900.96,11
206,user_36,PAYMENT,873.3,20
207,user_13,TRANSFER,811.78,22
208,user_160,TRANSFER,77.35,24
209,user_327,CASH_OUT,317.9,13
210,user_187,TRANSFER,4979.71,4
211,user_243,DEBIT,12727.87,15
212,user_86,PAYMENT,3032.99,12
213,user_284,CASH_OUT,676.02,25
214,user_66,PAYMENT,1029.82,24
215,user_170,DEBIT,2690.33,26
216,user_45,CASH_OUT,6916.4,10
217,user_62,CASH_OUT,1215.67,22
218,user_441,TRANSFER,3538.3,7
219,user_134,PAYMENT,7383.28,24
220,user_284,DEBIT,4134.6,2
221,user_28,DEBIT,515.34,21
222,user_108,CASH_OUT,16.13,29
223,user_44,TRANSFER,1354.87,7
224,user_340,CASH_OUT,1515.84,8
225,user_286,CASH_OUT,449.42,21
226,user_446,CASH_OUT,670.03,19
227,user_331,CASH_OUT,2897.64,6
228,user_128,DEBIT,1271.07,21
229,user_348,DEBIT,763.56,8
230,user_473,CASH_OUT,1949.04,25
231,user_231,CASH_OUT,2115.48,25
232,user_190,TRANSFER,2934.1,28
233,user_225,CASH_OUT,340.89,28
234,user_385,DEBIT,2705.85,22
235,user_377,PAYMENT,1829.73,20
236,user_283,DEBIT,118.59,4
237,user_446,TRANSFER,3005.17,25
238,user_121,DEBIT,966.03,20
239,user_116,PAYMENT,802.09,24
240,user_461,CASH_OUT,1188.69,9
241,user_233,PAYMENT,849.83,5
242,user_259,CASH_OUT,825.84,29
243,user_359,CASH_OUT,3301.33,6
244,user_198,DEBIT,265.93,19
245,user_456,DEBIT,7053.53,12
246,user_411,DEBIT,1619.05,5
247,user_137,TRANSFER,404.05,5
248,user_318,DEBIT,281.32,30
249,user_165,TRANSFER,1790.57,18
250,user_225,DEBIT,2004.78,26
251,user_307,CASH_OUT,108.97,6
252,user_234,TRANSFER,556.79,9
253,user_172,PAYMENT,3174.0,11
254,user_152,TRANSFER,101.8,23
255,user_463,TRANSFER,3863.27,14
256,user_315,PAYMENT,2146.84,24
257,user_374,TRANSFER,1139.82,2
258,user_160,CASH_OUT,850.62,27
259,user_96,DEBIT,38.87,29
260,user_472,PAYMENT,3488.4,14
261,user_233,DEBIT,307.99,25
262,user_180,CASH_OUT,740.8,19
263,user_113,PAYMENT,1683.79,10
264,user_318,DEBIT,564.71,5
265,user_497,DEBIT,1374.89,30
266,user_442,CASH_OUT,3314.56,23
267,user_52,DEBIT,1271.79,4
268,user_268,CASH_OUT,5950.97,7
269,user_295,TRANSFER,3761.19,24
270,user_386,CASH_OUT,810.05,13
271,user_387,TRANSFER,1021.53,10
272,user_113,PAYMENT,1100.96,30
273,user_101,DEBIT,1967.96,10
274,user_113,CASH_OUT,675.97,4
275,user_440,CASH_OUT,6963.67,16
276,user_81,DEBIT,1876.48,15
277,user_187,DEBIT,1019.66,21
278,user_113,PAYMENT,2071.33,11
279,user_2,PAYMENT,1006.39,19
280,user_130,CASH_OUT,3405.25,21
281,user_220,PAYMENT,1677.92,24
282,user_54,TRANSFER,85.75,3
283,user_343,PAYMENT,389.01,15
284,user_485,PAYMENT,4004.87,16
285,user_224,CASH_OUT,1655.19,14
286,user_225,TRANSFER,6005.25,29
287,user_385,PAYMENT,150.36,5
288,user_403,TRANSFER,699.85,26
289,user_126,TRANSFER,430.21,17
290,user_130,TRANSFER,1614.16,18
291,user_53,DEBIT,965.1,19
292,user_172,DEBIT,342.23,1
293,user_218,DEBIT,2058.65,29
294,user_160,DEBIT,1537.03,27
295,user_198,CASH_OUT,642.44,28
296,user_416,PAYMENT,1306.97,27
297,user_247,DEBIT,2738.78,25
298,user_324,CASH_OUT,459.51,9
299,user_439,PAYMENT,693.18,21
300,user_203,DEBIT,849.64,14
301,user_184,PAYMENT,2746.57,20
302,user_123,DEBIT,3753.62,21
303,user_401,CASH_OUT,944.46,20
304,user_255,TRANSFER,703.72,28
305,user_294,TRANSFER,4404.52,21
306,user_280,PAYMENT,14723.56,23
307,user_325,CASH_OUT,2219.47,11
308,user_372,TRANSFER,9206.47,24
309,user_98,DEBIT,2157.42,2
310,user_198,TRANSFER,2644.46,20
311,user_470,PAYMENT,984.19,24
312,user_395,PAYMENT,1134.68,23
313,user_240,CASH_OUT,311.29,25
314,user_144,PAYMENT,3460.39,5
315,user_97,TRANSFER,5349.01,22
316,user_201,TRANSFER,1953.35,27
317,user_124,TRANSFER,842.11,24
318,user_187,TRANSFER,334.51,15
319,user_326,CASH_OUT,616.19,12
320,user_464,DEBIT,589.84,14
321,user_349,DEBIT,1901.39,11
322,user_259,CASH_OUT,5802.21,21
323,user_148,PAYMENT,98.95,30
324,user_252,DEBIT,2.05,9
325,user_443,PAYMENT,1833.49,20
326,user_420,DEBIT,668.32,8
327,user_403,PAYMENT,4249.69,12
328,user_346,CASH_OUT,792.76,30
329,user_451,TRANSFER,684.24,3
330,user_147,PAYMENT,628.08,21
331,user_148,TRANSFER,312.96,15
332,user_352,PAYMENT,1742.3,8
333,user_199,PAYMENT,368.36,26
334,user_308,PAYMENT,1105.49,28
335,user_489,PAYMENT,1235.98,7
336,user_417,PAYMENT,41.41,17
337,user_424,TRANSFER,33.9,12
338,user_128,PAYMENT,1468.82,20
339,user_39,TRANSFER,2381.68,18
340,user_338,CASH_OUT,5699.54,18
341,user_360,DEBIT,394.75,29
342,user_129,PAYMENT,217.98,15
343,user_267,DEBIT,106.99,23
344,user_476,TRANSFER,1145.55,28
345,user_441,CASH_OUT,1951.8,28
346,user_473,CASH_OUT,3672.09,3
347,user_434,CASH_OUT,2295.47,19
348,user_151,DEBIT,467.3,15
349,user_415,TRANSFER,1238.94,16
350,user_478,PAYMENT,4823.6,22
351,user_298,PAYMENT,791.25,22
352,user_99,TRANSFER,1381.22,17
353,user_263,DEBIT,6367.27,1
354,user_252,PAYMENT,2653.85,11
355,user_144,TRANSFER,2754.59,6
356,user_346,PAYMENT,581.6,23
357,user_112,CASH_OUT,1071.26,9
358,user_500,PAYMENT,171.86,20
359,user_60,DEBIT,1865.48,16
360,user_369,TRANSFER,219.03,30
361,user_2,DEBIT,3614.68,26
362,user_385,TRANSFER,3369.98,6
363,user_304,CASH_OUT,1525.45,12
364,user_254,TRANSFER,304.36,19
365,user_140,PAYMENT,51.82,13
366,user_453,PAYMENT,3186.23,13
367,user_37,CASH_OUT,1833.28,27
368,user_160,TRANSFER,2482.17,4
369,user_9,CASH_OUT,724.26,9
370,user_233,PAYMENT,1424.59,14
371,user_99,DEBIT,2750.11,14
372,user_147,CASH_OUT,1241.89,17
373,user_304,DEBIT,1839.51,5
374,user_208,DEBIT,3118.71,27
375,user_131,TRANSFER,484.71,23
376,user_404,CASH_OUT,136.41,19
377,user_152,DEBIT,1517.82,2
378,user_54,DEBIT,128.28,13
379,user_120,TRANSFER,2909.64,11
380,user_161,TRANSFER,2540.31,2
381,user_408,PAYMENT,4269.28,1
382,user_116,DEBIT,2040.87,21
383,user_75,PAYMENT,139.12,29
384,user_113,DEBIT,583.79,3
385,user_456,PAYMENT,3299.81,27
386,user_420,TRANSFER,365.76,12
387,user_422,CASH_OUT,2397.84,7
388,user_104,TRANSFER,3030.61,1
389,user_340,PAYMENT,801.29,9
390,user_254,PAYMENT,778.09,30
391,user_227,CASH_OUT,1632.0,18
392,user_112,DEBIT,3950.69,24
393,user_473,PAYMENT,506.96,26
394,user_99,PAYMENT,5669.21,20
395,user_153,PAYMENT,1828.18,6
396,user_349,CASH_OUT,9688.5,9
397,user_402,TRANSFER,187.77,23
398,user_384,PAYMENT,270.64,8
399,user_366,CASH_OUT,3504.79,23
400,user_338,PAYMENT,4001.35,18
401,user_194,DEBIT,1179.23,25
402,user_310,CASH_OUT,2504.02,15
403,user_163,PAYMENT,4043.21,1
404,user_208,CASH_OUT,88.17,14
405,user_445,PAYMENT,1706.4,18
406,user_169,TRANSFER,3841.2,19
407,user_484,PAYMENT,1015.51,19
408,user_161,CASH_OUT,720.17,30
409,user_68,DEBIT,3176.4,10
410,user_289,DEBIT,818.3,20
411,user_398,DEBIT,6.36,21
412,user_277,PAYMENT,6416.49,6
413,user_304,TRANSFER,1793.58,17
414,user_404,PAYMENT,3424.25,14
415,user_384,DEBIT,3489.39,13
416,user_392,CASH_OUT,137.44,8
417,user_135,DEBIT,374.73,22
418,user_195,CASH_OUT,745.38,10
419,user_401,TRANSFER,773.38,9
420,user_128,CASH_OUT,2150.49,5
421,user_33,PAYMENT,1951.73,23
422,user_176,PAYMENT,1364.77,27
423,user_460,PAYMENT,474.65,4
424,user_443,CASH_OUT,962.48,6
425,user_371,PAYMENT,1568.74,6
426,user_470,PAYMENT,1262.17,13
427,user_375,PAYMENT,272.31,4
428,user_22,TRANSFER,2096.85,22
429,user_238,CASH_OUT,151.72,8
430,user_158,CASH_OUT,950.26,27
431,user_38,DEBIT,2475.95,5
432,user_230,CASH_OUT,40.45,2
433,user_365,TRANSFER,1687.86,9
434,user_51,CASH_OUT,814.5,11
435,user_438,TRANSFER,17.74,20
436,user_264,TRANSFER,422.39,20
437,user_283,CASH_OUT,5658.61,11
438,user_27,DEBIT,1472.73,7
439,user_226,PAYMENT,11775.8,26
440,user_277,PAYMENT,1488.11,14
441,user_286,CASH_OUT,1570.25,26
442,user_97,CASH_OUT,994.64,6
443,user_284,TRANSFER,742.24,30
444,user_367,CASH_OUT,579.49,4
445,user_448,TRANSFER,841.42,6
446,user_481,DEBIT,1231.82,3
447,user_453,CASH_OUT,426.37,23
448,user_317,PAYMENT,509.46,6
449,user_304,PAYMENT,633.66,3
450,user_147,CASH_OUT,1192.98,1
451,user_4,TRANSFER,2115.79,28
452,user_35,PAYMENT,3877.91,26
453,user_192,TRANSFER,676.92,21
454,user_49,CASH_OUT,406.02,26
455,user_17,CASH_OUT,952.36,18
456,user_172,PAYMENT,4495.87,23
457,user_220,CASH_OUT,19.82,29
458,user_158,DEBIT,2265.59,23
459,user_477,DEBIT,1296.96,4
460,user_46,PAYMENT,351.2,6
461,user_373,DEBIT,774.33,17
462,user_6,TRANSFER,509.66,18
463,user_99,PAYMENT,4204.72,6
464,user_380,PAYMENT,1315.07,2
465,user_233,TRANSFER,1656.08,12
466,user_37,DEBIT,1801.27,12
467,user_280,DEBIT,2041.18,27
468,user_349,DEBIT,1368.6,4
469,user_497,PAYMENT,36.07,16
470,user_302,PAYMENT,815.1,20
471,user_181,DEBIT,406.37,10
472,user_95,CASH_OUT,2279.76,25
473,user_99,DEBIT,116.75,10
474,user_188,TRANSFER,1659.32,7
475,user_481,PAYMENT,473.04,14
476,user_116,TRANSFER,5945.82,7
477,user_191,TRANSFER,817.56,12
478,user_253,PAYMENT,786.74,11
479,user_469,CASH_OUT,5137.92,17
480,user_416,DEBIT,1080.33,11
481,user_471,TRANSFER,6586.25,21
482,user_161,PAYMENT,48.93,3
483,user_256,TRANSFER,731.56,19
484,user_323,DEBIT,2194.38,22
485,user_128,CASH_OUT,4430.19,4
486,user_18,CASH_OUT,592.52,8
487,user_281,CASH_OUT,5332.21,14
488,user_490,PAYMENT,1803.4,20
489,user_223,PAYMENT,3228.98,24
490,user_54,CASH_OUT,1012.36,14
491,user_58,DEBIT,476.97,28
492,user_323,DEBIT,4843.54,16
493,user_360,PAYMENT,5410.19,15
494,user_174,CASH_OUT,1376.62,12
495,user_280,DEBIT,13.03,16
496,user_114,DEBIT,232.58,20
497,user_288,DEBIT,1702.07,19
498,user_431,PAYMENT,48.13,5
499,user_342,CASH_OUT,1011.38,12
500,user_151,TRANSFER,723.0,29
501,user_450,CASH_OUT,2505.96,5
502,user_127,CASH_OUT,114.37,10
503,user_155,PAYMENT,1341.72,26
504,user_490,DEBIT,1730.79,17
505,user_386,DEBIT,1920.96,15
506,user_474,PAYMENT,1038.92,8
507,user_273,PAYMENT,725.87,8
508,user_104,PAYMENT,2294.51,8
509,user_417,PAYMENT,3762.09,30
510,user_393,PAYMENT,2365.84,10
511,user_299,TRANSFER,5379.51,20
512,user_246,CASH_OUT,2526.48,13
513,user_176,CASH_OUT,2893.1,30
514,user_39,CASH_OUT,367.61,16
515,user_477,DEBIT,1087.87,9
516,user_170,TRANSFER,1327.39,16
517,user_247,CASH_OUT,592.22,10
518,user_26,DEBIT,1503.84,3
519,user_355,TRANSFER,687.21,23
520,user_306,TRANSFER,2326.32,22
521,user_409,DEBIT,1270.85,25
522,user_408,TRANSFER,1227.96,28
523,user_13,DEBIT,8226.14,14
524,user_316,CASH_OUT,996.62,13
525,user_391,DEBIT,899.76,4
526,user_313,TRANSFER,767.22,4
527,user_36,CASH_OUT,4502.82,6
528,user_173,CASH_OUT,1373.23,24
529,user_20,PAYMENT,1832.65,19
530,user_321,PAYMENT,398.9,11
531,user_264,TRANSFER,1557.16,8
532,user_494,DEBIT,642.2,14
533,user_400,DEBIT,2623.39,8
534,user_142,TRANSFER,3573.88,30
535,user_460,CASH_OUT,2509.2,14
536,user_371,TRANSFER,2620.48,23
537,user_471,TRANSFER,1436.83,7
538,user_143,CASH_OUT,2490.41,21
539,user_92,DEBIT,1098.74,18
540,user_354,TRANSFER,2108.17,12
541,user_322,DEBIT,599.62,14
542,user_288,TRANSFER,144.62,15
543,user_215,CASH_OUT,1067.07,18
544,user_447,CASH_OUT,1238.97,29
545,user_342,PAYMENT,592.52,12
546,user_51,CASH_OUT,2601.77,10
547,user_153,PAYMENT,152.79,12
548,user_186,TRANSFER,503.98,8
549,user_63,DEBIT,2761.14,27
550,user_190,CASH_OUT,1149.39,6
551,user_125,CASH_OUT,2443.48,24
552,user_150,CASH_OUT,1676.28,19
553,user_314,TRANSFER,6020.18,1
554,user_58,PAYMENT,1821.59,13
555,user_342,TRANSFER,29.96,22
556,user_305,DEBIT,870.44,16
557,user_180,TRANSFER,308.78,18
558,user_170,DEBIT,5170.79,12
559,user_326,CASH_OUT,219.66,25
560,user_271,DEBIT,981.09,5
561,user_54,DEBIT,512.62,21
562,user_491,PAYMENT,3751.0,13
563,user_444,DEBIT,737.98,26
564,user_101,DEBIT,9630.17,8
565,user_481,TRANSFER,78.76,6
566,user_264,CASH_OUT,274.57,3
567,user_53,TRANSFER,508.85,25
568,user_60,TRANSFER,3333.14,26
569,user_492,CASH_OUT,4215.97,20
570,user_108,CASH_OUT,148.27,26
571,user_5,DEBIT,66.0,4
572,user_103,DEBIT,2729.51,12
573,user_196,PAYMENT,286.24,13
574,user_262,TRANSFER,285.43,2
575,user_365,CASH_OUT,45.24,19
576,user_480,DEBIT,102.18,4
577,user_372,CASH_OUT,612.17,23
578,user_350,DEBIT,134.43,13
579,user_47,PAYMENT,920.52,19
580,user_355,PAYMENT,3576.83,8
581,user_311,CASH_OUT,790.0,8
582,user_424,PAYMENT,2602.69,16
583,user_308,CASH_OUT,197.23,26
584,user_144,DEBIT,2153.95,11
585,user_269,TRANSFER,761.78,18
586,user_370,PAYMENT,2770.61,4
587,user_124,DEBIT,292.95,24
588,user_106,TRANSFER,4563.28,1
589,user_158,TRANSFER,555.67,1
590,user_147,TRANSFER,871.24,30
591,user_145,DEBIT,5998.71,14
592,user_120,DEBIT,1727.79,4
593,user_319,CASH_OUT,910.69,11
594,user_275,TRANSFER,5975.61,18
595,user_92,TRANSFER,798.2,16
596,user_58,TRANSFER,199.35,17
597,user_439,CASH_OUT,11520.0,24
598,user_346,TRANSFER,623.53,2
599,user_229,DEBIT,3811.08,4
600,user_474,TRANSFER,361.94,3
601,user_117,PAYMENT,2628.72,15
602,user_318,DEBIT,1486.56,2
603,user_279,CASH_OUT,7916.82,24
604,user_127,TRANSFER,1609.63,19
605,user_393,PAYMENT,50.67,9
606,user_396,CASH_OUT,1852.07,10
607,user_129,CASH_OUT,314.05,21
608,user_58,DEBIT,3204.34,25
609,user_122,CASH_OUT,3883.79,19
610,user_1,CASH_OUT,1315.92,28
611,user_239,CASH_OUT,3057.76,5
612,user_290,CASH_OUT,313.57,14
613,user_96,TRANSFER,1354.86,10
614,user_126,TRANSFER,1001.57,16
615,user_118,TRANSFER,1889.98,6
616,user_48,TRANSFER,90.99,25
617,user_89,PAYMENT,2789.64,8
618,user_488,TRANSFER,164.87,2
619,user_237,CASH_OUT,2136.97,18
620,user_373,TRANSFER,37.26,29
621,user_385,TRANSFER,3566.25,21
622,user_272,DEBIT,384.02,21
623,user_189,CASH_OUT,1449.27,21
624,user_487,TRANSFER,606.25,20
625,user_192,TRANSFER,2564.93,8
626,user_447,TRANSFER,775.3,27
627,user_69,PAYMENT,2579.13,5
628,user_278,TRANSFER,670.59,17
629,user_349,DEBIT,2792.47,16
630,user_247,CASH_OUT,62.17,26
631,user_451,CASH_OUT,666.23,30
632,user_76,TRANSFER,1380.84,5
633,user_154,TRANSFER,92.21,17
634,user_144,TRANSFER,411.67,4
635,user_435,CASH_OUT,5452.54,1
636,user_485,CASH_OUT,7530.16,22
637,user_86,PAYMENT,2692.22,6
638,user_185,DEBIT,581.24,1
639,user_285,PAYMENT,603.61,28
640,user_462,DEBIT,2075.73,24
641,user_220,PAYMENT,250.22,30
642,user_69,CASH_OUT,5924.96,4
643,user_47,PAYMENT,509.3,2
644,user_497,DEBIT,15834.66,13
645,user_94,TRANSFER,1369.3,14
646,user_238,DEBIT,2951.83,17
647,user_446,TRANSFER,4.37,11
648,user_500,CASH_OUT,4391.89,3
649,user_453,DEBIT,629.43,7
650,user_204,PAYMENT,2204.86,10
651,user_400,DEBIT,3283.46,11
652,user_218,TRANSFER,358.61,10
653,user_474,CASH_OUT,1168.62,8
654,user_432,PAYMENT,1361.79,5
655,user_341,DEBIT,748.28,23
656,user_39,TRANSFER,1314.62,2
657,user_100,PAYMENT,764.12,28
658,user_289,CASH_OUT,894.91,28
659,user_254,PAYMENT,2213.28,15
660,user_222,CASH_OUT,2002.57,16
661,user_357,PAYMENT,528.62,4
662,user_23,DEBIT,4555.45,22
663,user_250,TRANSFER,3972.46,28
664,user_10,DEBIT,1422.96,28
665,user_246,DEBIT,1135.68,16
666,user_325,CASH_OUT,945.96,12
667,user_100,CASH_OUT,2456.99,28
668,user_290,CASH_OUT,2227.45,14
669,user_180,DEBIT,436.76,12
670,user_223,PAYMENT,2226.18,28
671,user_394,PAYMENT,581.86,21
672,user_250,DEBIT,37.47,16
673,user_147,DEBIT,2402.68,16
674,user_442,TRANSFER,2070.11,22
675,user_96,CASH_OUT,1058.01,12
676,user_257,CASH_OUT,1491.77,2
677,user_325,DEBIT,5881.32,23
678,user_493,DEBIT,1808.73,24
679,user_4,PAYMENT,2145.21,29
680,user_16,DEBIT,132.09,14
681,user_280,PAYMENT,363.03,11
682,user_336,DEBIT,716.07,9
683,user_247,TRANSFER,1550.36,22
684,user_258,TRANSFER,2997.5,7
685,user_497,PAYMENT,774.98,29
686,user_476,CASH_OUT,881.3,12
687,user_384,TRANSFER,591.83,29
688,user_160,PAYMENT,587.69,17
689,user_475,DEBIT,5946.53,9
690,user_340,DEBIT,2018.22,6
691,user_152,PAYMENT,338.97,12
692,user_396,CASH_OUT,2562.06,20
693,user_178,PAYMENT,2560.42,10
694,user_163,PAYMENT,2196.05,9
695,user_380,TRANSFER,289.41,12
696,user_33,PAYMENT,1048.47,1
697,user_417,PAYMENT,225.79,2
698,user_445,DEBIT,3392.4,19
699,user_179,TRANSFER,2129.42,1
700,user_427,DEBIT,1415.32,16
701,user_101,DEBIT,840.19,16
702,user_268,CASH_OUT,407.29,18
703,user_323,CASH_OUT,225.1,18
704,user_65,TRANSFER,6963.12,23
705,user_417,TRANSFER,445.41,26
706,user_168,CASH_OUT,123.48,13
707,user_330,CASH_OUT,6522.88,22
708,user_43,CASH_OUT,1592.36,12
709,user_44,CASH_OUT,3185.72,9
710,user_285,CASH_OUT,89.5,30
711,user_397,DEBIT,1673.79,5
712,user_12,TRANSFER,1015.69,9
